"Department","Vote","App ID","Parent ID","Appropriation Name","Category Name","Group Type","Appropriation or Category Type","Restriction Type","Functional Classification","Amount $000","Year","Amount Type","Periodicity","Current Scope","M Number","Portfolio Name"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",12462,12462,"Depreciation on Crown Owned Assets","Depreciation on Crown Owned Assets","Single","Non-Departmental Other Expenses",NA,"Heritage, Culture & Recreation",3275,2020,"Actuals","A","This appropriation is limited to depreciation expenses on Crown owned memorials and similar assets.",4,"Minister for Arts, Culture and Heritage"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",12492,12492,"Regional Culture and Heritage Fund (RCHF)","Regional Culture and Heritage Fund (RCHF)","Single","Non-Departmental Other Expenses",NA,"Heritage, Culture & Recreation",17261,2020,"Actuals","M","This appropriation is limited to providing contributions to capital projects at regional cultural and heritage institutions.",4,"Minister for Arts, Culture and Heritage"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",7619,7619,"Treaty of Waitangi Commemorations","Treaty of Waitangi Commemorations","Single","Non-Departmental Other Expenses",NA,"Heritage, Culture & Recreation",544,2021,"Actuals","A","This appropriation is limited to providing grants towards Treaty of Waitangi commemorations held at Waitangi and within communities elsewhere in New Zealand.",4,"Minister for Arts, Culture and Heritage"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",12771,12771,"Earthquake-prone Heritage Buildings","Earthquake-prone Heritage Buildings","Single","Non-Departmental Other Expenses",NA,"Heritage, Culture & Recreation",1199,2021,"Actuals","M","This appropriation is limited to supporting earthquake strengthening of privately-owned heritage buildings.",4,"Minister for Arts, Culture and Heritage"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",12803,12803,"Heritage and Cultural Sector Initiatives","Heritage and Cultural Sector Initiatives","Single","Non-Departmental Other Expenses",NA,"Heritage, Culture & Recreation",2250,2021,"Actuals","A","This appropriation is limited to contributions to maintain, improve or expand heritage or cultural services in New Zealand.",4,"Minister for Arts, Culture and Heritage"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",12491,12491,"Waitangi National Trust","Waitangi National Trust","Single","Non-Departmental Other Expenses",NA,"Heritage, Culture & Recreation",4000,2021,"Actuals","A","This appropriation is limited to a Crown contribution to support the functions of the Waitangi National Trust.",4,"Minister for Arts, Culture and Heritage"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",12492,12492,"Regional Culture and Heritage Fund (RCHF)","Regional Culture and Heritage Fund (RCHF)","Single","Non-Departmental Other Expenses",NA,"Heritage, Culture & Recreation",4338,2021,"Actuals","M","This appropriation is limited to providing contributions to capital projects at regional cultural and heritage institutions.",4,"Minister for Arts, Culture and Heritage"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",12628,12628,"Maintenance of War Graves, Historic Graves and Memorials","Maintenance of War Graves, Historic Graves and Memorials","Single","Non-Departmental Other Expenses",NA,"Heritage, Culture & Recreation",4361,2021,"Actuals","A","This appropriation is limited to maintenance of war graves, historic graves and memorials in New Zealand and overseas, and depreciation expenses incurred on Crown-owned assets.",4,"Minister for Arts, Culture and Heritage"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",12856,12856,"COVID 19: Transmission and Other Fees on Behalf of Media Organisations","COVID 19: Transmission and Other Fees on Behalf of Media Organisations","Single","Non-Departmental Other Expenses",NA,"Heritage, Culture & Recreation",13279,2021,"Actuals","A","This appropriation is limited to paying transmission and other fees that are normally paid by media organisations.",8,"Minister for Broadcasting and Media"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",12883,12883,"COVID-19: Cultural Sector Response and Recovery","COVID-19: Cultural Sector Response and Recovery","Single","Non-Departmental Other Expenses",NA,"Heritage, Culture & Recreation",12910,2021,"Actuals","A","This appropriation is limited to grants and subsidies to national, regional and community arts, cultural, and heritage organisations to mitigate the impact of the COVID-19 pandemic on New Zealand's cultural sector.",4,"Minister for Arts, Culture and Heritage"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",13044,13044,"Impairment of Debt and Debt Write-Offs","Impairment of Debt and Debt Write-Offs","Single","Non-Departmental Other Expenses",NA,"Heritage, Culture & Recreation",181,2021,"Actuals","A","This appropriation is limited to impairments and write-offs of Crown debt administered by the Ministry for Culture and Heritage.",4,"Minister for Arts, Culture and Heritage"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",13057,13057,"COVID-19 – Cultural Sector Response and Recovery","COVID-19 – Cultural Sector Response and Recovery","Single","Non-Departmental Other Expenses",NA,"Heritage, Culture & Recreation",6218,2021,"Actuals","A","This appropriation is limited to support for national, regional and community arts, cultural, and heritage organisations and individuals to mitigate the impact of the COVID-19 pandemic on New Zealand's cultural sector.",4,"Minister for Arts, Culture and Heritage"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",13123,13123,"Screen Sector - Payments in Respect of Indemnity Scheme for COVID-19 Loss Events","Screen Sector - Payments in Respect of Indemnity Scheme for COVID-19 Loss Events","Single","Non-Departmental Other Expenses","Permanent Legislative Authority","Heritage, Culture & Recreation",55,2021,"Actuals","A","This appropriation is limited to payments by the Crown under indemnities given to domestic screen productions under section 65ZD of the Public Finance Act 1989, as authorised by section 65ZG of that Act.",4,"Minister for Arts, Culture and Heritage"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",7619,7619,"Treaty of Waitangi Commemorations","Treaty of Waitangi Commemorations","Single","Non-Departmental Other Expenses",NA,"Heritage, Culture & Recreation",69,2022,"Actuals","A","This appropriation is limited to providing grants towards Treaty of Waitangi commemorations held at Waitangi and within communities elsewhere in New Zealand.",4,"Minister for Arts, Culture and Heritage"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",12491,12491,"Waitangi National Trust","Waitangi National Trust","Single","Non-Departmental Other Expenses",NA,"Heritage, Culture & Recreation",3600,2022,"Actuals","A","This appropriation is limited to a Crown contribution to support the functions of the Waitangi National Trust.",4,"Minister for Arts, Culture and Heritage"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",12492,12492,"Regional Culture and Heritage Fund (RCHF)","Regional Culture and Heritage Fund (RCHF)","Single","Non-Departmental Other Expenses",NA,"Heritage, Culture & Recreation",1711,2022,"Actuals","M","This appropriation is limited to providing contributions to capital projects at regional cultural and heritage institutions.",4,"Minister for Arts, Culture and Heritage"
