"Department","Vote","App ID","Parent ID","Appropriation Name","Category Name","Group Type","IsMCA","Appropriation Type","Restriction Type","Functional Classification","Amount ($000)","Year","Amount Type","Periodicity","Current Scope"
"Ministry of Health","Health",7642,7642,"Health and Disability Support Services - Waitemata DHB","Health and Disability Support Services - Waitemata DHB","Single","No","Non-Departmental Output Expenses",NA,"Health",1306937,2015,"Main Estimates","A","Funding of personal and mental health services including services for the health of older people, provision of hospital and related services and management outputs from Waitemata DHB."
"Ministry of Health","Health",7771,7771,"Meningococcal Vaccine Programme","Meningococcal Vaccine Programme","Single","No","Non-Departmental Output Expenses",NA,"Health",560,2010,"Actuals","A","Funding for the purchase and delivery of a vaccine against the epidemic strain of group B meningococcal disease to target population groups."
"Ministry of Health","Health",7771,7771,"Meningococcal Vaccine Programme","Meningococcal Vaccine Programme","Single","No","Non-Departmental Output Expenses",NA,"Health",6,2011,"Actuals","A","Funding for the purchase and delivery of a vaccine against the epidemic strain of group B meningococcal disease to target population groups."
"Ministry of Health","Health",8535,8535,"Problem Gambling Services","Problem Gambling Services","Single","No","Non-Departmental Output Expenses",NA,"Health",17492,2010,"Actuals","A","Funding to support the research and implementation of strategies to prevent and minimise the harm from gambling, and for the provision of treatment services to problem gamblers and assistance to their families and whanau in accordance with the Gambling Act 2003."
"Ministry of Health","Health",8535,8535,"Problem Gambling Services","Problem Gambling Services","Single","No","Non-Departmental Output Expenses",NA,"Health",16407,2011,"Actuals","A","Funding to support the research and implementation of strategies to prevent and minimise the harm from gambling, and for the provision of treatment services to problem gamblers and assistance to their families and whanau in accordance with the Gambling Act 2003."
"Ministry of Health","Health",8535,8535,"Problem Gambling Services","Problem Gambling Services","Single","No","Non-Departmental Output Expenses",NA,"Health",17942,2012,"Actuals","A","Funding to support the research and implementation of strategies to prevent and minimise the harm from gambling, and for the provision of treatment services to problem gamblers and assistance to their families and whanau in accordance with the Gambling Act 2003."
"Ministry of Health","Health",8535,8535,"Problem Gambling Services","Problem Gambling Services","Single","No","Non-Departmental Output Expenses",NA,"Health",17144,2013,"Actuals","A","Funding to support the research and implementation of strategies to prevent and minimise the harm from gambling, and for the provision of treatment services to problem gamblers and assistance to their families and whanau in accordance with the Gambling Act 2003."
"Ministry of Health","Health",8535,8535,"Problem Gambling Services","Problem Gambling Services","Single","No","Non-Departmental Output Expenses",NA,"Health",19469,2014,"Estimated Actual","A","Funding to support the research and implementation of strategies to prevent and minimise the harm from gambling, and for the provision of treatment services to problem gamblers and assistance to their families and whanau in accordance with the Gambling Act 2003."
"Ministry of Health","Health",8535,8535,"Problem Gambling Services","Problem Gambling Services","Single","No","Non-Departmental Output Expenses",NA,"Health",17533,2015,"Main Estimates","A","Funding to support the research and implementation of strategies to prevent and minimise the harm from gambling, and for the provision of treatment services to problem gamblers and assistance to their families and whanau in accordance with the Gambling Act 2003."
"Ministry of Health","Health",9091,9091,"Health Workforce Training and Development","Health Workforce Training and Development","Single","No","Non-Departmental Output Expenses",NA,"Health",117420,2010,"Actuals","A","This appropriation is limited to provision of clinical training for doctors, nurses, dentists and other health professionals, and Voluntary Bonding Scheme claims."
