"Department","Vote","App id","MCOA id","Description","Appropriation Type","Output Expense Type","Functional Classification","Amount ($000)","Year","Amount_Type_Desc","Periodicity"
"Crown Law Office","Attorney-General",156,156,"Conduct of Criminal Appeals","Departmental Output Expenses",NA,"Law & Order",2539,2008,"Actuals","A"
"Crown Law Office","Attorney-General",156,156,"Conduct of Criminal Appeals","Departmental Output Expenses",NA,"Law & Order",3367,2009,"Actuals","A"
"Crown Law Office","Attorney-General",156,156,"Conduct of Criminal Appeals","Departmental Output Expenses",NA,"Law & Order",3286,2010,"Actuals","A"
"Crown Law Office","Attorney-General",156,156,"Conduct of Criminal Appeals","Departmental Output Expenses",NA,"Law & Order",3329,2011,"Estimated Actual","A"
"Crown Law Office","Attorney-General",156,156,"Conduct of Criminal Appeals","Departmental Output Expenses",NA,"Law & Order",3329,2012,"Main Estimates","A"
"Crown Law Office","Attorney-General",157,157,"The Exercise of Principal Law Officer Functions","Departmental Output Expenses",NA,"Law & Order",2108,2007,"Actuals","A"
"Crown Law Office","Attorney-General",157,157,"The Exercise of Principal Law Officer Functions","Departmental Output Expenses",NA,"Law & Order",1740,2008,"Actuals","A"
"Crown Law Office","Attorney-General",157,157,"The Exercise of Principal Law Officer Functions","Departmental Output Expenses",NA,"Law & Order",2516,2009,"Actuals","A"
"Crown Law Office","Attorney-General",157,157,"The Exercise of Principal Law Officer Functions","Departmental Output Expenses",NA,"Law & Order",3854,2010,"Actuals","A"
"Crown Law Office","Attorney-General",157,157,"The Exercise of Principal Law Officer Functions","Departmental Output Expenses",NA,"Law & Order",2972,2011,"Estimated Actual","A"
"Crown Law Office","Attorney-General",157,157,"The Exercise of Principal Law Officer Functions","Departmental Output Expenses",NA,"Law & Order",2938,2012,"Main Estimates","A"
"Crown Law Office","Attorney-General",9644,9644,"Ex Gratia Payment to Berrymans","Non-Departmental Output Expenses",NA,"Law & Order",150,2010,"Actuals","A"
"Crown Law Office","Attorney-General",9206,9206,"Crown Law Office - Capital Expenditure","Departmental Capital Expenditure","Permanent Legislative Authority","No Functional Classification",341,2008,"Actuals","A"
"Crown Law Office","Attorney-General",9206,9206,"Crown Law Office - Capital Expenditure","Departmental Capital Expenditure","Permanent Legislative Authority","No Functional Classification",1507,2009,"Actuals","A"
"Crown Law Office","Attorney-General",9206,9206,"Crown Law Office - Capital Expenditure","Departmental Capital Expenditure","Permanent Legislative Authority","No Functional Classification",672,2010,"Actuals","A"
"Crown Law Office","Attorney-General",9206,9206,"Crown Law Office - Capital Expenditure","Departmental Capital Expenditure","Permanent Legislative Authority","No Functional Classification",414,2011,"Estimated Actual","A"
"Crown Law Office","Attorney-General",9206,9206,"Crown Law Office - Capital Expenditure","Departmental Capital Expenditure","Permanent Legislative Authority","No Functional Classification",841,2012,"Main Estimates","A"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",160,160,"Policy Advice and Monitoring of Funded Agencies","Departmental Output Expenses",NA,"Heritage, Culture & Recreation",5129,2007,"Actuals","A"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",160,160,"Policy Advice and Monitoring of Funded Agencies","Departmental Output Expenses",NA,"Heritage, Culture & Recreation",6566,2008,"Actuals","A"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",160,160,"Policy Advice and Monitoring of Funded Agencies","Departmental Output Expenses",NA,"Heritage, Culture & Recreation",6220,2009,"Actuals","A"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",160,160,"Policy Advice and Monitoring of Funded Agencies","Departmental Output Expenses",NA,"Heritage, Culture & Recreation",5827,2010,"Actuals","A"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",160,160,"Policy Advice and Monitoring of Funded Agencies","Departmental Output Expenses",NA,"Heritage, Culture & Recreation",5411,2011,"Estimated Actual","A"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",160,160,"Policy Advice and Monitoring of Funded Agencies","Departmental Output Expenses",NA,"Heritage, Culture & Recreation",5772,2012,"Main Estimates","A"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",6163,6163,"Heritage Services","Departmental Output Expenses",NA,"Heritage, Culture & Recreation",6510,2007,"Actuals","A"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",6163,6163,"Heritage Services","Departmental Output Expenses",NA,"Heritage, Culture & Recreation",5605,2008,"Actuals","A"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",6163,6163,"Heritage Services","Departmental Output Expenses",NA,"Heritage, Culture & Recreation",5805,2009,"Actuals","A"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",6163,6163,"Heritage Services","Departmental Output Expenses",NA,"Heritage, Culture & Recreation",7358,2010,"Actuals","A"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",6163,6163,"Heritage Services","Departmental Output Expenses",NA,"Heritage, Culture & Recreation",7615,2011,"Estimated Actual","A"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",6163,6163,"Heritage Services","Departmental Output Expenses",NA,"Heritage, Culture & Recreation",7551,2012,"Main Estimates","A"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",8713,8713,"International Cultural Diplomacy","Departmental Output Expenses",NA,"Heritage, Culture & Recreation",3584,2007,"Actuals","A"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",8713,8713,"International Cultural Diplomacy","Departmental Output Expenses",NA,"Heritage, Culture & Recreation",2030,2008,"Actuals","A"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",8713,8713,"International Cultural Diplomacy","Departmental Output Expenses",NA,"Heritage, Culture & Recreation",1520,2009,"Actuals","A"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",8713,8713,"International Cultural Diplomacy","Departmental Output Expenses",NA,"Heritage, Culture & Recreation",794,2010,"Actuals","A"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",9796,9796,"Cultural Diplomacy International Programme","Departmental Output Expenses",NA,"Heritage, Culture & Recreation",3567,2011,"Estimated Actual","M"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",9796,9796,"Cultural Diplomacy International Programme","Departmental Output Expenses",NA,"Heritage, Culture & Recreation",1689,2012,"Main Estimates","M"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",10044,10044,"Delivery of Going Digital Programme","Departmental Output Expenses",NA,"Heritage, Culture & Recreation",10330,2011,"Estimated Actual","A"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",10044,10044,"Delivery of Going Digital Programme","Departmental Output Expenses",NA,"Heritage, Culture & Recreation",6439,2012,"Main Estimates","A"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",162,162,"Museum Services","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",21263,2007,"Actuals","A"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",162,162,"Museum Services","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",21744,2008,"Actuals","A"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",162,162,"Museum Services","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",24644,2009,"Actuals","A"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",162,162,"Museum Services","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",26644,2010,"Actuals","A"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",162,162,"Museum Services","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",25594,2011,"Estimated Actual","A"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",162,162,"Museum Services","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",31594,2012,"Main Estimates","A"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",5842,5842,"Management of Historic Places","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",10409,2007,"Actuals","A"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",5842,5842,"Management of Historic Places","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",10859,2008,"Actuals","A"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",5842,5842,"Management of Historic Places","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",12514,2009,"Actuals","A"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",5842,5842,"Management of Historic Places","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",16014,2010,"Actuals","A"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",5842,5842,"Management of Historic Places","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",13514,2011,"Estimated Actual","A"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",5842,5842,"Management of Historic Places","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",13514,2012,"Main Estimates","A"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",5843,5843,"Public Broadcasting Services","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",136364,2007,"Actuals","A"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",5843,5843,"Public Broadcasting Services","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",156919,2008,"Actuals","A"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",5843,5843,"Public Broadcasting Services","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",151534,2009,"Actuals","A"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",5843,5843,"Public Broadcasting Services","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",157932,2010,"Actuals","A"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",5843,5843,"Public Broadcasting Services","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",151692,2011,"Estimated Actual","A"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",5843,5843,"Public Broadcasting Services","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",149720,2012,"Main Estimates","A"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",8558,8558,"Performing Arts Services","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",18284,2007,"Actuals","A"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",8558,8558,"Performing Arts Services","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",18283,2008,"Actuals","A"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",8558,8558,"Performing Arts Services","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",19606,2009,"Actuals","A"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",8558,8558,"Performing Arts Services","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",20456,2010,"Actuals","A"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",8558,8558,"Performing Arts Services","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",20456,2011,"Estimated Actual","A"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",8558,8558,"Performing Arts Services","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",20456,2012,"Main Estimates","A"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",8559,8559,"Promotion and Support of the Arts and Film","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",25563,2007,"Actuals","A"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",8559,8559,"Promotion and Support of the Arts and Film","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",25563,2008,"Actuals","A"
"Ministry for Culture and Heritage","Arts, Culture and Heritage",8559,8559,"Promotion and Support of the Arts and Film","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",19548,2009,"Actuals","A"
